GEOid2,GEOdisplaylabel,total_over_18_pop,hispanic_over_18_pop
48427950702,"Census Tract 9507.02, Starr County, Texas",2333,2160
48429950200,"Census Tract 9502, Stephens County, Texas",2977,618
48429950300,"Census Tract 9503, Stephens County, Texas",1677,381
48429950500,"Census Tract 9505, Stephens County, Texas",2671,252
48431950100,"Census Tract 9501, Sterling County, Texas",864,258
48433950300,"Census Tract 9503, Stonewall County, Texas",1151,129
48435950300,"Census Tract 9503, Sutton County, Texas",2994,1673
48437950200,"Census Tract 9502, Swisher County, Texas",1653,381
48437950300,"Census Tract 9503, Swisher County, Texas",3173,1273
48437950400,"Census Tract 9504, Swisher County, Texas",976,392
48439100101,"Census Tract 1001.01, Tarrant County, Texas",4009,2431
48439100102,"Census Tract 1001.02, Tarrant County, Texas",3425,1962
48439100201,"Census Tract 1002.01, Tarrant County, Texas",3006,2608
48439100202,"Census Tract 1002.02, Tarrant County, Texas",3516,3154
48439100300,"Census Tract 1003, Tarrant County, Texas",3119,2489
48439100400,"Census Tract 1004, Tarrant County, Texas",4982,4580
48439100501,"Census Tract 1005.01, Tarrant County, Texas",6148,4173
48439100502,"Census Tract 1005.02, Tarrant County, Texas",5061,3767
48439100601,"Census Tract 1006.01, Tarrant County, Texas",1653,138
48439100602,"Census Tract 1006.02, Tarrant County, Texas",3245,1026
48439100700,"Census Tract 1007, Tarrant County, Texas",3395,1498
48439100800,"Census Tract 1008, Tarrant County, Texas",4071,3708
48439100900,"Census Tract 1009, Tarrant County, Texas",1486,1379
48439101201,"Census Tract 1012.01, Tarrant County, Texas",1404,567
48439101202,"Census Tract 1012.02, Tarrant County, Texas",3192,2080
48439101301,"Census Tract 1013.01, Tarrant County, Texas",3671,898
48439101302,"Census Tract 1013.02, Tarrant County, Texas",2057,522
48439101401,"Census Tract 1014.01, Tarrant County, Texas",3636,909
48439101402,"Census Tract 1014.02, Tarrant County, Texas",2479,1472
48439101403,"Census Tract 1014.03, Tarrant County, Texas",3142,1248
48439101500,"Census Tract 1015, Tarrant County, Texas",3115,1327
48439101700,"Census Tract 1017, Tarrant County, Texas",1681,338
48439102000,"Census Tract 1020, Tarrant County, Texas",1083,403
48439102100,"Census Tract 1021, Tarrant County, Texas",3842,593
48439102201,"Census Tract 1022.01, Tarrant County, Texas",2647,461
48439102202,"Census Tract 1022.02, Tarrant County, Texas",2300,153
48439102301,"Census Tract 1023.01, Tarrant County, Texas",2363,817
48439102302,"Census Tract 1023.02, Tarrant County, Texas",3877,1536
48439102401,"Census Tract 1024.01, Tarrant County, Texas",3017,346
48439102402,"Census Tract 1024.02, Tarrant County, Texas",3209,299
48439102500,"Census Tract 1025, Tarrant County, Texas",2619,542
48439102601,"Census Tract 1026.01, Tarrant County, Texas",2755,902
48439102602,"Census Tract 1026.02, Tarrant County, Texas",2756,1099
48439102700,"Census Tract 1027, Tarrant County, Texas",2754,316
48439102800,"Census Tract 1028, Tarrant County, Texas",931,82
48439103500,"Census Tract 1035, Tarrant County, Texas",3881,2550
48439103601,"Census Tract 1036.01, Tarrant County, Texas",1711,339
48439103602,"Census Tract 1036.02, Tarrant County, Texas",1560,249
48439103701,"Census Tract 1037.01, Tarrant County, Texas",2766,1931
48439103702,"Census Tract 1037.02, Tarrant County, Texas",1819,862
48439103800,"Census Tract 1038, Tarrant County, Texas",2194,553
48439104100,"Census Tract 1041, Tarrant County, Texas",2627,980
48439104201,"Census Tract 1042.01, Tarrant County, Texas",5434,346
48439104202,"Census Tract 1042.02, Tarrant County, Texas",2723,272
48439104300,"Census Tract 1043, Tarrant County, Texas",4865,884
48439104400,"Census Tract 1044, Tarrant County, Texas",3923,2162
48439104502,"Census Tract 1045.02, Tarrant County, Texas",1973,1472
48439104503,"Census Tract 1045.03, Tarrant County, Texas",1761,1640
48439104504,"Census Tract 1045.04, Tarrant County, Texas",2115,1632
48439104505,"Census Tract 1045.05, Tarrant County, Texas",2548,727
48439104601,"Census Tract 1046.01, Tarrant County, Texas",2429,1115
48439104602,"Census Tract 1046.02, Tarrant County, Texas",3034,1850
48439104603,"Census Tract 1046.03, Tarrant County, Texas",2436,1686
48439104604,"Census Tract 1046.04, Tarrant County, Texas",1725,625
48439104605,"Census Tract 1046.05, Tarrant County, Texas",2992,838
48439104701,"Census Tract 1047.01, Tarrant County, Texas",3091,2735
48439104702,"Census Tract 1047.02, Tarrant County, Texas",2166,1718
48439104802,"Census Tract 1048.02, Tarrant County, Texas",3628,2144
48439104803,"Census Tract 1048.03, Tarrant County, Texas",3952,2842
48439104804,"Census Tract 1048.04, Tarrant County, Texas",1903,1340
48439104900,"Census Tract 1049, Tarrant County, Texas",1777,980
48439105001,"Census Tract 1050.01, Tarrant County, Texas",4030,3216
48439105006,"Census Tract 1050.06, Tarrant County, Texas",587,331
48439105007,"Census Tract 1050.07, Tarrant County, Texas",3827,516
48439105008,"Census Tract 1050.08, Tarrant County, Texas",5000,1335
48439105201,"Census Tract 1052.01, Tarrant County, Texas",3715,1390
48439105203,"Census Tract 1052.03, Tarrant County, Texas",1721,330
48439105204,"Census Tract 1052.04, Tarrant County, Texas",2258,638
48439105205,"Census Tract 1052.05, Tarrant County, Texas",3231,696
48439105403,"Census Tract 1054.03, Tarrant County, Texas",4872,340
48439105404,"Census Tract 1054.04, Tarrant County, Texas",2943,132
48439105405,"Census Tract 1054.05, Tarrant County, Texas",2986,354
48439105406,"Census Tract 1054.06, Tarrant County, Texas",4374,328
48439105502,"Census Tract 1055.02, Tarrant County, Texas",4122,699
48439105503,"Census Tract 1055.03, Tarrant County, Texas",4647,563
48439105505,"Census Tract 1055.05, Tarrant County, Texas",3618,685
48439105507,"Census Tract 1055.07, Tarrant County, Texas",5354,331
48439105508,"Census Tract 1055.08, Tarrant County, Texas",5125,642
48439105510,"Census Tract 1055.10, Tarrant County, Texas",5539,839
48439105511,"Census Tract 1055.11, Tarrant County, Texas",4185,888
48439105512,"Census Tract 1055.12, Tarrant County, Texas",3302,504
48439105513,"Census Tract 1055.13, Tarrant County, Texas",2369,364
48439105514,"Census Tract 1055.14, Tarrant County, Texas",2112,429
48439105600,"Census Tract 1056, Tarrant County, Texas",3663,1516
48439105701,"Census Tract 1057.01, Tarrant County, Texas",2675,819
48439105703,"Census Tract 1057.03, Tarrant County, Texas",2674,778
48439105704,"Census Tract 1057.04, Tarrant County, Texas",5622,1993
48439105800,"Census Tract 1058, Tarrant County, Texas",2780,1700
48439105901,"Census Tract 1059.01, Tarrant County, Texas",2174,1739
48439105902,"Census Tract 1059.02, Tarrant County, Texas",4499,1891
48439106001,"Census Tract 1060.01, Tarrant County, Texas",5295,1640
48439106002,"Census Tract 1060.02, Tarrant County, Texas",2449,659
48439106004,"Census Tract 1060.04, Tarrant County, Texas",3346,976
48439106101,"Census Tract 1061.01, Tarrant County, Texas",1141,374
48439106102,"Census Tract 1061.02, Tarrant County, Texas",2481,974
48439106201,"Census Tract 1062.01, Tarrant County, Texas",2518,393
48439106202,"Census Tract 1062.02, Tarrant County, Texas",2914,444
48439106300,"Census Tract 1063, Tarrant County, Texas",2019,191
48439106400,"Census Tract 1064, Tarrant County, Texas",1543,519
48439106502,"Census Tract 1065.02, Tarrant County, Texas",1877,204
48439106503,"Census Tract 1065.03, Tarrant County, Texas",3732,440
48439106507,"Census Tract 1065.07, Tarrant County, Texas",1579,147
48439106509,"Census Tract 1065.09, Tarrant County, Texas",3025,367
48439106510,"Census Tract 1065.10, Tarrant County, Texas",5715,820
48439106511,"Census Tract 1065.11, Tarrant County, Texas",4745,879
48439106512,"Census Tract 1065.12, Tarrant County, Texas",3269,317
48439106513,"Census Tract 1065.13, Tarrant County, Texas",2074,268
48439106514,"Census Tract 1065.14, Tarrant County, Texas",3661,467
48439106515,"Census Tract 1065.15, Tarrant County, Texas",2889,539
48439106516,"Census Tract 1065.16, Tarrant County, Texas",3799,921
48439106517,"Census Tract 1065.17, Tarrant County, Texas",5316,796
48439106518,"Census Tract 1065.18, Tarrant County, Texas",2720,531
48439106600,"Census Tract 1066, Tarrant County, Texas",1581,406
48439106700,"Census Tract 1067, Tarrant County, Texas",1567,365
48439110101,"Census Tract 1101.01, Tarrant County, Texas",5070,1304
48439110102,"Census Tract 1101.02, Tarrant County, Texas",3101,1143
48439110202,"Census Tract 1102.02, Tarrant County, Texas",2706,1093
48439110203,"Census Tract 1102.03, Tarrant County, Texas",6272,1582
48439110204,"Census Tract 1102.04, Tarrant County, Texas",4830,1507
48439110301,"Census Tract 1103.01, Tarrant County, Texas",2725,1035
48439110302,"Census Tract 1103.02, Tarrant County, Texas",3429,1663
48439110401,"Census Tract 1104.01, Tarrant County, Texas",3609,758
48439110402,"Census Tract 1104.02, Tarrant County, Texas",3217,1467
48439110500,"Census Tract 1105, Tarrant County, Texas",5734,2308
48439110600,"Census Tract 1106, Tarrant County, Texas",1879,407
48439110701,"Census Tract 1107.01, Tarrant County, Texas",4955,940
48439110703,"Census Tract 1107.03, Tarrant County, Texas",3454,744
48439110704,"Census Tract 1107.04, Tarrant County, Texas",3440,710
48439110805,"Census Tract 1108.05, Tarrant County, Texas",4377,719
48439110806,"Census Tract 1108.06, Tarrant County, Texas",3283,422
48439110807,"Census Tract 1108.07, Tarrant County, Texas",4064,727
48439110808,"Census Tract 1108.08, Tarrant County, Texas",1466,111
48439110809,"Census Tract 1108.09, Tarrant County, Texas",1457,112
48439110901,"Census Tract 1109.01, Tarrant County, Texas",3583,330
48439110903,"Census Tract 1109.03, Tarrant County, Texas",1240,88
48439110905,"Census Tract 1109.05, Tarrant County, Texas",3408,308
48439110906,"Census Tract 1109.06, Tarrant County, Texas",3457,330
48439110907,"Census Tract 1109.07, Tarrant County, Texas",2414,179
48439111003,"Census Tract 1110.03, Tarrant County, Texas",2191,489
48439111005,"Census Tract 1110.05, Tarrant County, Texas",5924,1657
48439111008,"Census Tract 1110.08, Tarrant County, Texas",4879,873
48439111010,"Census Tract 1110.10, Tarrant County, Texas",2284,173
48439111011,"Census Tract 1110.11, Tarrant County, Texas",5966,1334
48439111012,"Census Tract 1110.12, Tarrant County, Texas",5479,1329
48439111013,"Census Tract 1110.13, Tarrant County, Texas",5191,855
48439111015,"Census Tract 1110.15, Tarrant County, Texas",1728,227
48439111016,"Census Tract 1110.16, Tarrant County, Texas",6224,704
48439111017,"Census Tract 1110.17, Tarrant County, Texas",6887,910
48439111018,"Census Tract 1110.18, Tarrant County, Texas",1723,193
48439111102,"Census Tract 1111.02, Tarrant County, Texas",3896,1038
48439111103,"Census Tract 1111.03, Tarrant County, Texas",2575,1210
48439111104,"Census Tract 1111.04, Tarrant County, Texas",2053,529
48439111202,"Census Tract 1112.02, Tarrant County, Texas",4118,1613
48439111203,"Census Tract 1112.03, Tarrant County, Texas",3982,648
48439111204,"Census Tract 1112.04, Tarrant County, Texas",3584,306
48439111301,"Census Tract 1113.01, Tarrant County, Texas",6917,951
48439111304,"Census Tract 1113.04, Tarrant County, Texas",4925,372
48439111306,"Census Tract 1113.06, Tarrant County, Texas",3262,693
48439111307,"Census Tract 1113.07, Tarrant County, Texas",2082,345
48439111308,"Census Tract 1113.08, Tarrant County, Texas",1196,161
48439111309,"Census Tract 1113.09, Tarrant County, Texas",3232,1107
48439111310,"Census Tract 1113.10, Tarrant County, Texas",5038,1164
48439111311,"Census Tract 1113.11, Tarrant County, Texas",4031,429
48439111312,"Census Tract 1113.12, Tarrant County, Texas",2604,126
48439111313,"Census Tract 1113.13, Tarrant County, Texas",3828,390
48439111314,"Census Tract 1113.14, Tarrant County, Texas",2646,318
48439111402,"Census Tract 1114.02, Tarrant County, Texas",4323,520
48439111404,"Census Tract 1114.04, Tarrant County, Texas",6326,791
48439111405,"Census Tract 1114.05, Tarrant County, Texas",1786,251
48439111406,"Census Tract 1114.06, Tarrant County, Texas",2619,242
48439111407,"Census Tract 1114.07, Tarrant County, Texas",2301,205
48439111408,"Census Tract 1114.08, Tarrant County, Texas",2184,272
48439111409,"Census Tract 1114.09, Tarrant County, Texas",3577,335
48439111505,"Census Tract 1115.05, Tarrant County, Texas",3037,301
48439111506,"Census Tract 1115.06, Tarrant County, Texas",4546,396
48439111513,"Census Tract 1115.13, Tarrant County, Texas",2762,698
48439111514,"Census Tract 1115.14, Tarrant County, Texas",4600,1237
48439111516,"Census Tract 1115.16, Tarrant County, Texas",4431,975
48439111521,"Census Tract 1115.21, Tarrant County, Texas",5630,1822
48439111522,"Census Tract 1115.22, Tarrant County, Texas",5174,2103
48439111523,"Census Tract 1115.23, Tarrant County, Texas",5763,1462
48439111524,"Census Tract 1115.24, Tarrant County, Texas",5469,1795
48439111525,"Census Tract 1115.25, Tarrant County, Texas",4556,1530
48439111526,"Census Tract 1115.26, Tarrant County, Texas",3151,542
48439111529,"Census Tract 1115.29, Tarrant County, Texas",3222,231
48439111530,"Census Tract 1115.30, Tarrant County, Texas",4735,334
48439111531,"Census Tract 1115.31, Tarrant County, Texas",3462,346
48439111532,"Census Tract 1115.32, Tarrant County, Texas",5297,473
48439111533,"Census Tract 1115.33, Tarrant County, Texas",3822,557
48439111534,"Census Tract 1115.34, Tarrant County, Texas",4749,543
48439111536,"Census Tract 1115.36, Tarrant County, Texas",2363,725
48439111537,"Census Tract 1115.37, Tarrant County, Texas",4800,1159
48439111538,"Census Tract 1115.38, Tarrant County, Texas",4119,989
48439111539,"Census Tract 1115.39, Tarrant County, Texas",6150,1314
48439111540,"Census Tract 1115.40, Tarrant County, Texas",4489,971
48439111541,"Census Tract 1115.41, Tarrant County, Texas",2692,679
48439111542,"Census Tract 1115.42, Tarrant County, Texas",4219,887
48439111543,"Census Tract 1115.43, Tarrant County, Texas",4392,763
48439111544,"Census Tract 1115.44, Tarrant County, Texas",5018,1046
48439111545,"Census Tract 1115.45, Tarrant County, Texas",1914,112
48439111546,"Census Tract 1115.46, Tarrant County, Texas",4753,509
48439111547,"Census Tract 1115.47, Tarrant County, Texas",10061,2217
48439111548,"Census Tract 1115.48, Tarrant County, Texas",4824,800
48439111549,"Census Tract 1115.49, Tarrant County, Texas",4226,585
48439111550,"Census Tract 1115.50, Tarrant County, Texas",8115,1617
48439111551,"Census Tract 1115.51, Tarrant County, Texas",4548,487
48439111552,"Census Tract 1115.52, Tarrant County, Texas",2790,217
48439111553,"Census Tract 1115.53, Tarrant County, Texas",3244,422
48439113001,"Census Tract 1130.01, Tarrant County, Texas",2973,388
48439113002,"Census Tract 1130.02, Tarrant County, Texas",4456,1863
48439113102,"Census Tract 1131.02, Tarrant County, Texas",3732,437
48439113104,"Census Tract 1131.04, Tarrant County, Texas",2761,394
48439113107,"Census Tract 1131.07, Tarrant County, Texas",1941,135
48439113108,"Census Tract 1131.08, Tarrant County, Texas",3426,236
48439113109,"Census Tract 1131.09, Tarrant County, Texas",3086,425
48439113110,"Census Tract 1131.10, Tarrant County, Texas",3515,633
48439113111,"Census Tract 1131.11, Tarrant County, Texas",2386,670
48439113112,"Census Tract 1131.12, Tarrant County, Texas",2079,522
48439113113,"Census Tract 1131.13, Tarrant County, Texas",3140,424
48439113114,"Census Tract 1131.14, Tarrant County, Texas",3212,436
48439113115,"Census Tract 1131.15, Tarrant County, Texas",2637,670
48439113116,"Census Tract 1131.16, Tarrant County, Texas",2991,582
48439113206,"Census Tract 1132.06, Tarrant County, Texas",4019,871
48439113207,"Census Tract 1132.07, Tarrant County, Texas",3167,255
48439113210,"Census Tract 1132.10, Tarrant County, Texas",5079,368
48439113212,"Census Tract 1132.12, Tarrant County, Texas",3348,319
48439113213,"Census Tract 1132.13, Tarrant County, Texas",2767,351
48439113214,"Census Tract 1132.14, Tarrant County, Texas",3519,508
48439113215,"Census Tract 1132.15, Tarrant County, Texas",3587,379
48439113216,"Census Tract 1132.16, Tarrant County, Texas",4100,578
48439113217,"Census Tract 1132.17, Tarrant County, Texas",3341,532
48439113218,"Census Tract 1132.18, Tarrant County, Texas",1839,121
48439113220,"Census Tract 1132.20, Tarrant County, Texas",4694,1281
48439113221,"Census Tract 1132.21, Tarrant County, Texas",3657,359
48439113301,"Census Tract 1133.01, Tarrant County, Texas",3005,325
48439113302,"Census Tract 1133.02, Tarrant County, Texas",3092,672
48439113403,"Census Tract 1134.03, Tarrant County, Texas",1960,293
48439113404,"Census Tract 1134.04, Tarrant County, Texas",4283,608
48439113405,"Census Tract 1134.05, Tarrant County, Texas",4599,894
48439113407,"Census Tract 1134.07, Tarrant County, Texas",3652,1551
48439113408,"Census Tract 1134.08, Tarrant County, Texas",4061,655
48439113509,"Census Tract 1135.09, Tarrant County, Texas",3162,802
48439113510,"Census Tract 1135.10, Tarrant County, Texas",3260,468
48439113511,"Census Tract 1135.11, Tarrant County, Texas",2720,435
48439113512,"Census Tract 1135.12, Tarrant County, Texas",4464,461
48439113513,"Census Tract 1135.13, Tarrant County, Texas",4144,793
48439113514,"Census Tract 1135.14, Tarrant County, Texas",3621,1046
48439113516,"Census Tract 1135.16, Tarrant County, Texas",3149,422
48439113517,"Census Tract 1135.17, Tarrant County, Texas",2919,455
48439113518,"Census Tract 1135.18, Tarrant County, Texas",4337,640
48439113519,"Census Tract 1135.19, Tarrant County, Texas",4470,468
48439113520,"Census Tract 1135.20, Tarrant County, Texas",4032,477
48439113607,"Census Tract 1136.07, Tarrant County, Texas",3295,586
48439113610,"Census Tract 1136.10, Tarrant County, Texas",7924,357
48439113611,"Census Tract 1136.11, Tarrant County, Texas",3576,186
48439113612,"Census Tract 1136.12, Tarrant County, Texas",3532,213
48439113613,"Census Tract 1136.13, Tarrant County, Texas",3314,220
48439113618,"Census Tract 1136.18, Tarrant County, Texas",4363,501
48439113619,"Census Tract 1136.19, Tarrant County, Texas",3483,624
48439113622,"Census Tract 1136.22, Tarrant County, Texas",4454,190
48439113623,"Census Tract 1136.23, Tarrant County, Texas",2934,189
48439113624,"Census Tract 1136.24, Tarrant County, Texas",3211,311
48439113625,"Census Tract 1136.25, Tarrant County, Texas",2658,112
48439113626,"Census Tract 1136.26, Tarrant County, Texas",2941,215
48439113627,"Census Tract 1136.27, Tarrant County, Texas",4707,595
48439113628,"Census Tract 1136.28, Tarrant County, Texas",3536,439
48439113629,"Census Tract 1136.29, Tarrant County, Texas",3648,329
48439113630,"Census Tract 1136.30, Tarrant County, Texas",2752,357
48439113631,"Census Tract 1136.31, Tarrant County, Texas",4772,1640
48439113632,"Census Tract 1136.32, Tarrant County, Texas",3671,177
48439113633,"Census Tract 1136.33, Tarrant County, Texas",2830,155
48439113634,"Census Tract 1136.34, Tarrant County, Texas",3602,163
48439113703,"Census Tract 1137.03, Tarrant County, Texas",7412,1060
48439113705,"Census Tract 1137.05, Tarrant County, Texas",4168,1180
48439113707,"Census Tract 1137.07, Tarrant County, Texas",3694,211
48439113709,"Census Tract 1137.09, Tarrant County, Texas",3374,221
48439113710,"Census Tract 1137.10, Tarrant County, Texas",2734,503
48439113711,"Census Tract 1137.11, Tarrant County, Texas",3088,305
48439113803,"Census Tract 1138.03, Tarrant County, Texas",4103,551
48439113808,"Census Tract 1138.08, Tarrant County, Texas",4605,665
48439113809,"Census Tract 1138.09, Tarrant County, Texas",3439,676
48439113810,"Census Tract 1138.10, Tarrant County, Texas",3269,663
48439113811,"Census Tract 1138.11, Tarrant County, Texas",2777,532
48439113812,"Census Tract 1138.12, Tarrant County, Texas",3560,305
48439113813,"Census Tract 1138.13, Tarrant County, Texas",3486,196
48439113814,"Census Tract 1138.14, Tarrant County, Texas",2845,191
48439113815,"Census Tract 1138.15, Tarrant County, Texas",3693,200
48439113816,"Census Tract 1138.16, Tarrant County, Texas",3671,191
48439113906,"Census Tract 1139.06, Tarrant County, Texas",3834,146
48439113907,"Census Tract 1139.07, Tarrant County, Texas",4216,211
48439113908,"Census Tract 1139.08, Tarrant County, Texas",3354,136
48439113909,"Census Tract 1139.09, Tarrant County, Texas",4541,191
48439113910,"Census Tract 1139.10, Tarrant County, Texas",5668,266
48439113911,"Census Tract 1139.11, Tarrant County, Texas",5182,432
48439113912,"Census Tract 1139.12, Tarrant County, Texas",4103,266
48439113916,"Census Tract 1139.16, Tarrant County, Texas",3177,657
48439113917,"Census Tract 1139.17, Tarrant County, Texas",4932,946
48439113918,"Census Tract 1139.18, Tarrant County, Texas",3611,767
48439113919,"Census Tract 1139.19, Tarrant County, Texas",4997,528
48439113920,"Census Tract 1139.20, Tarrant County, Texas",3524,465
48439113921,"Census Tract 1139.21, Tarrant County, Texas",13132,1838
48439113922,"Census Tract 1139.22, Tarrant County, Texas",11423,1677
48439113923,"Census Tract 1139.23, Tarrant County, Texas",2057,347
48439113924,"Census Tract 1139.24, Tarrant County, Texas",3042,601
48439113925,"Census Tract 1139.25, Tarrant County, Texas",2809,585
48439113926,"Census Tract 1139.26, Tarrant County, Texas",8096,1741
48439113927,"Census Tract 1139.27, Tarrant County, Texas",7277,1069
48439113928,"Census Tract 1139.28, Tarrant County, Texas",5393,892
48439113929,"Census Tract 1139.29, Tarrant County, Texas",5202,587
48439114003,"Census Tract 1140.03, Tarrant County, Texas",4974,1474
48439114005,"Census Tract 1140.05, Tarrant County, Texas",5349,1067
48439114006,"Census Tract 1140.06, Tarrant County, Texas",4778,905
48439114007,"Census Tract 1140.07, Tarrant County, Texas",9012,1943
48439114008,"Census Tract 1140.08, Tarrant County, Texas",7321,2210
48439114102,"Census Tract 1141.02, Tarrant County, Texas",6349,454
48439114103,"Census Tract 1141.03, Tarrant County, Texas",13276,1689
48439114104,"Census Tract 1141.04, Tarrant County, Texas",4812,509
48439114203,"Census Tract 1142.03, Tarrant County, Texas",4196,282
48439114204,"Census Tract 1142.04, Tarrant County, Texas",4431,234
48439114205,"Census Tract 1142.05, Tarrant County, Texas",2434,188
48439114206,"Census Tract 1142.06, Tarrant County, Texas",3417,379
48439114207,"Census Tract 1142.07, Tarrant County, Texas",4239,585
48439121601,"Census Tract 1216.01, Tarrant County, Texas",5502,948
48439121604,"Census Tract 1216.04, Tarrant County, Texas",4521,877
48439121605,"Census Tract 1216.05, Tarrant County, Texas",2388,337
48439121606,"Census Tract 1216.06, Tarrant County, Texas",2555,164
48439121608,"Census Tract 1216.08, Tarrant County, Texas",4046,333
48439121609,"Census Tract 1216.09, Tarrant County, Texas",4657,266
48439121610,"Census Tract 1216.10, Tarrant County, Texas",1819,125
48439121611,"Census Tract 1216.11, Tarrant County, Texas",3299,387
48439121702,"Census Tract 1217.02, Tarrant County, Texas",1763,424
48439121703,"Census Tract 1217.03, Tarrant County, Texas",3789,2114
48439121704,"Census Tract 1217.04, Tarrant County, Texas",2362,1269
48439121903,"Census Tract 1219.03, Tarrant County, Texas",3447,2330
48439121904,"Census Tract 1219.04, Tarrant County, Texas",2872,1706
48439121905,"Census Tract 1219.05, Tarrant County, Texas",3797,1643
48439121906,"Census Tract 1219.06, Tarrant County, Texas",2530,1528
48439122001,"Census Tract 1220.01, Tarrant County, Texas",2613,1626
48439122002,"Census Tract 1220.02, Tarrant County, Texas",3068,1973
48439122100,"Census Tract 1221, Tarrant County, Texas",4503,2279
48439122200,"Census Tract 1222, Tarrant County, Texas",1491,789
48439122300,"Census Tract 1223, Tarrant County, Texas",3830,592
48439122400,"Census Tract 1224, Tarrant County, Texas",4823,1031
48439122500,"Census Tract 1225, Tarrant County, Texas",3093,355
48439122600,"Census Tract 1226, Tarrant County, Texas",2930,283
48439122700,"Census Tract 1227, Tarrant County, Texas",3682,626
48439122801,"Census Tract 1228.01, Tarrant County, Texas",2506,1200
48439122802,"Census Tract 1228.02, Tarrant County, Texas",3049,1289
48439122900,"Census Tract 1229, Tarrant County, Texas",4811,2750
48439123000,"Census Tract 1230, Tarrant County, Texas",4949,1065
48439123100,"Census Tract 1231, Tarrant County, Texas",2145,622
48439123200,"Census Tract 1232, Tarrant County, Texas",1518,633
48439123300,"Census Tract 1233, Tarrant County, Texas",4395,370
48439123400,"Census Tract 1234, Tarrant County, Texas",1741,467
48439123500,"Census Tract 1235, Tarrant County, Texas",2083,791
48439123600,"Census Tract 1236, Tarrant County, Texas",1931,779
48439980000,"Census Tract 9800, Tarrant County, Texas",12,11
48441010100,"Census Tract 101, Taylor County, Texas",5609,424
48441010200,"Census Tract 102, Taylor County, Texas",1922,536
48441010300,"Census Tract 103, Taylor County, Texas",1585,473
48441010400,"Census Tract 104, Taylor County, Texas",1531,987
48441010500,"Census Tract 105, Taylor County, Texas",2430,666
48441010600,"Census Tract 106, Taylor County, Texas",2748,573
48441010700,"Census Tract 107, Taylor County, Texas",2579,1387
48441010800,"Census Tract 108, Taylor County, Texas",1284,571
48441010900,"Census Tract 109, Taylor County, Texas",4576,684
48441011000,"Census Tract 110, Taylor County, Texas",924,305
48441011200,"Census Tract 112, Taylor County, Texas",2033,722
48441011300,"Census Tract 113, Taylor County, Texas",2830,724
48441011400,"Census Tract 114, Taylor County, Texas",3449,628
48441011500,"Census Tract 115, Taylor County, Texas",2221,455
48441011600,"Census Tract 116, Taylor County, Texas",2082,368
48441011700,"Census Tract 117, Taylor County, Texas",1743,586
48441011900,"Census Tract 119, Taylor County, Texas",1607,687
48441012000,"Census Tract 120, Taylor County, Texas",1589,82
48441012100,"Census Tract 121, Taylor County, Texas",457,69
48441012200,"Census Tract 122, Taylor County, Texas",1661,432
48441012300,"Census Tract 123, Taylor County, Texas",3426,675
48441012400,"Census Tract 124, Taylor County, Texas",1862,193
48441012500,"Census Tract 125, Taylor County, Texas",2646,217
48441012600,"Census Tract 126, Taylor County, Texas",2478,135
48441012700,"Census Tract 127, Taylor County, Texas",6025,419
48441012801,"Census Tract 128.01, Taylor County, Texas",2566,413
48441012802,"Census Tract 128.02, Taylor County, Texas",3040,538
48441012900,"Census Tract 129, Taylor County, Texas",1257,243
48441013000,"Census Tract 130, Taylor County, Texas",625,101
48441013100,"Census Tract 131, Taylor County, Texas",4433,1266
48441013200,"Census Tract 132, Taylor County, Texas",1511,186
48441013300,"Census Tract 133, Taylor County, Texas",2187,385
48441013401,"Census Tract 134.01, Taylor County, Texas",2742,500
48441013402,"Census Tract 134.02, Taylor County, Texas",4693,426
48441013404,"Census Tract 134.04, Taylor County, Texas",5358,497
48441013500,"Census Tract 135, Taylor County, Texas",5481,330
48441013600,"Census Tract 136, Taylor County, Texas",4158,474
48441980000,"Census Tract 9800, Taylor County, Texas",0,0
48443950100,"Census Tract 9501, Terrell County, Texas",766,343
48445950100,"Census Tract 9501, Terry County, Texas",1809,709
48445950300,"Census Tract 9503, Terry County, Texas",2119,1229
48445950400,"Census Tract 9504, Terry County, Texas",5444,2229
48447950300,"Census Tract 9503, Throckmorton County, Texas",1275,94
48449950100,"Census Tract 9501, Titus County, Texas",1567,210
48449950200,"Census Tract 9502, Titus County, Texas",1865,517
48449950300,"Census Tract 9503, Titus County, Texas",5778,1580
48449950400,"Census Tract 9504, Titus County, Texas",4139,687
48449950500,"Census Tract 9505, Titus County, Texas",1906,1088
48449950600,"Census Tract 9506, Titus County, Texas",3044,1574
48449950700,"Census Tract 9507, Titus County, Texas",985,405
48449950800,"Census Tract 9508, Titus County, Texas",3167,1255
48451000100,"Census Tract 1, Tom Green County, Texas",1859,479
48451000200,"Census Tract 2, Tom Green County, Texas",3221,1302
48451000300,"Census Tract 3, Tom Green County, Texas",3711,1511
48451000400,"Census Tract 4, Tom Green County, Texas",4382,2850
48451000700,"Census Tract 7, Tom Green County, Texas",3003,1843
48451000801,"Census Tract 8.01, Tom Green County, Texas",3142,991
48451000802,"Census Tract 8.02, Tom Green County, Texas",2922,1552
48451000900,"Census Tract 9, Tom Green County, Texas",2079,1316
48451001000,"Census Tract 10, Tom Green County, Texas",4015,736
48451001101,"Census Tract 11.01, Tom Green County, Texas",3858,1156
48451001102,"Census Tract 11.02, Tom Green County, Texas",3494,1291
