GEOid2,GEOdisplaylabel,hispanic_pop_perc
48201452000,"Census Tract 4520, Harris County, Texas",24
48201452100,"Census Tract 4521, Harris County, Texas",19
48201452201,"Census Tract 4522.01, Harris County, Texas",32
48201452202,"Census Tract 4522.02, Harris County, Texas",27
48201452300,"Census Tract 4523, Harris County, Texas",40
48201452400,"Census Tract 4524, Harris County, Texas",43
48201452500,"Census Tract 4525, Harris County, Texas",39
48201452600,"Census Tract 4526, Harris County, Texas",30
48201452700,"Census Tract 4527, Harris County, Texas",25
48201452801,"Census Tract 4528.01, Harris County, Texas",28
48201452802,"Census Tract 4528.02, Harris County, Texas",46
48201452900,"Census Tract 4529, Harris County, Texas",50
48201453000,"Census Tract 4530, Harris County, Texas",63
48201453100,"Census Tract 4531, Harris County, Texas",48
48201453200,"Census Tract 4532, Harris County, Texas",50
48201453300,"Census Tract 4533, Harris County, Texas",19
48201453401,"Census Tract 4534.01, Harris County, Texas",53
48201453402,"Census Tract 4534.02, Harris County, Texas",47
48201453403,"Census Tract 4534.03, Harris County, Texas",34
48201453501,"Census Tract 4535.01, Harris County, Texas",35
48201453502,"Census Tract 4535.02, Harris County, Texas",40
48201453601,"Census Tract 4536.01, Harris County, Texas",42
48201453602,"Census Tract 4536.02, Harris County, Texas",47
48201453700,"Census Tract 4537, Harris County, Texas",38
48201453800,"Census Tract 4538, Harris County, Texas",38
48201453900,"Census Tract 4539, Harris County, Texas",31
48201454000,"Census Tract 4540, Harris County, Texas",33
48201454100,"Census Tract 4541, Harris County, Texas",32
48201454200,"Census Tract 4542, Harris County, Texas",49
48201454301,"Census Tract 4543.01, Harris County, Texas",30
48201454302,"Census Tract 4543.02, Harris County, Texas",36
48201454400,"Census Tract 4544, Harris County, Texas",12
48201454501,"Census Tract 4545.01, Harris County, Texas",8
48201454502,"Census Tract 4545.02, Harris County, Texas",14
48201454600,"Census Tract 4546, Harris County, Texas",19
48201454700,"Census Tract 4547, Harris County, Texas",10
48201454800,"Census Tract 4548, Harris County, Texas",23
48201454900,"Census Tract 4549, Harris County, Texas",19
48201455000,"Census Tract 4550, Harris County, Texas",12
48201455101,"Census Tract 4551.01, Harris County, Texas",24
48201455102,"Census Tract 4551.02, Harris County, Texas",16
48201455200,"Census Tract 4552, Harris County, Texas",21
48201455300,"Census Tract 4553, Harris County, Texas",25
48201510100,"Census Tract 5101, Harris County, Texas",41
48201510200,"Census Tract 5102, Harris County, Texas",25
48201510300,"Census Tract 5103, Harris County, Texas",23
48201510400,"Census Tract 5104, Harris County, Texas",24
48201510500,"Census Tract 5105, Harris County, Texas",31
48201510600,"Census Tract 5106, Harris County, Texas",35
48201510700,"Census Tract 5107, Harris County, Texas",19
48201510800,"Census Tract 5108, Harris County, Texas",14
48201510900,"Census Tract 5109, Harris County, Texas",41
48201511001,"Census Tract 5110.01, Harris County, Texas",20
48201511002,"Census Tract 5110.02, Harris County, Texas",27
48201511100,"Census Tract 5111, Harris County, Texas",30
48201511200,"Census Tract 5112, Harris County, Texas",28
48201511301,"Census Tract 5113.01, Harris County, Texas",29
48201511302,"Census Tract 5113.02, Harris County, Texas",19
48201511400,"Census Tract 5114, Harris County, Texas",35
48201511500,"Census Tract 5115, Harris County, Texas",42
48201511600,"Census Tract 5116, Harris County, Texas",74
48201520100,"Census Tract 5201, Harris County, Texas",49
48201520200,"Census Tract 5202, Harris County, Texas",30
48201520300,"Census Tract 5203, Harris County, Texas",59
48201520400,"Census Tract 5204, Harris County, Texas",75
48201520500,"Census Tract 5205, Harris County, Texas",72
48201520601,"Census Tract 5206.01, Harris County, Texas",74
48201520602,"Census Tract 5206.02, Harris County, Texas",77
48201520700,"Census Tract 5207, Harris County, Texas",37
48201521000,"Census Tract 5210, Harris County, Texas",62
48201521100,"Census Tract 5211, Harris County, Texas",79
48201521200,"Census Tract 5212, Harris County, Texas",69
48201521300,"Census Tract 5213, Harris County, Texas",60
48201521400,"Census Tract 5214, Harris County, Texas",90
48201521500,"Census Tract 5215, Harris County, Texas",60
48201521600,"Census Tract 5216, Harris County, Texas",65
48201521700,"Census Tract 5217, Harris County, Texas",61
48201521800,"Census Tract 5218, Harris County, Texas",45
48201521900,"Census Tract 5219, Harris County, Texas",34
48201522000,"Census Tract 5220, Harris County, Texas",47
48201522100,"Census Tract 5221, Harris County, Texas",50
48201522201,"Census Tract 5222.01, Harris County, Texas",60
48201522202,"Census Tract 5222.02, Harris County, Texas",58
48201522301,"Census Tract 5223.01, Harris County, Texas",56
48201522302,"Census Tract 5223.02, Harris County, Texas",63
48201522401,"Census Tract 5224.01, Harris County, Texas",47
48201522402,"Census Tract 5224.02, Harris County, Texas",51
48201522500,"Census Tract 5225, Harris County, Texas",6
48201530100,"Census Tract 5301, Harris County, Texas",67
48201530200,"Census Tract 5302, Harris County, Texas",33
48201530300,"Census Tract 5303, Harris County, Texas",22
48201530400,"Census Tract 5304, Harris County, Texas",35
48201530500,"Census Tract 5305, Harris County, Texas",45
48201530600,"Census Tract 5306, Harris County, Texas",45
48201530700,"Census Tract 5307, Harris County, Texas",62
48201530800,"Census Tract 5308, Harris County, Texas",11
48201530900,"Census Tract 5309, Harris County, Texas",32
48201531000,"Census Tract 5310, Harris County, Texas",26
48201531100,"Census Tract 5311, Harris County, Texas",28
48201531200,"Census Tract 5312, Harris County, Texas",31
48201531300,"Census Tract 5313, Harris County, Texas",54
48201531400,"Census Tract 5314, Harris County, Texas",33
48201531500,"Census Tract 5315, Harris County, Texas",38
48201531600,"Census Tract 5316, Harris County, Texas",31
48201531700,"Census Tract 5317, Harris County, Texas",17
48201531800,"Census Tract 5318, Harris County, Texas",16
48201531900,"Census Tract 5319, Harris County, Texas",20
48201532001,"Census Tract 5320.01, Harris County, Texas",28
48201532002,"Census Tract 5320.02, Harris County, Texas",28
48201532100,"Census Tract 5321, Harris County, Texas",42
48201532200,"Census Tract 5322, Harris County, Texas",33
48201532300,"Census Tract 5323, Harris County, Texas",34
48201532400,"Census Tract 5324, Harris County, Texas",52
48201532501,"Census Tract 5325.01, Harris County, Texas",54
48201532502,"Census Tract 5325.02, Harris County, Texas",72
48201532600,"Census Tract 5326, Harris County, Texas",37
48201532700,"Census Tract 5327, Harris County, Texas",29
48201532800,"Census Tract 5328, Harris County, Texas",39
48201532900,"Census Tract 5329, Harris County, Texas",37
48201533000,"Census Tract 5330, Harris County, Texas",24
48201533100,"Census Tract 5331, Harris County, Texas",23
48201533200,"Census Tract 5332, Harris County, Texas",18
48201533300,"Census Tract 5333, Harris County, Texas",14
48201533400,"Census Tract 5334, Harris County, Texas",47
48201533500,"Census Tract 5335, Harris County, Texas",62
48201533600,"Census Tract 5336, Harris County, Texas",54
48201533701,"Census Tract 5337.01, Harris County, Texas",76
48201533702,"Census Tract 5337.02, Harris County, Texas",74
48201533801,"Census Tract 5338.01, Harris County, Texas",60
48201533802,"Census Tract 5338.02, Harris County, Texas",63
48201533901,"Census Tract 5339.01, Harris County, Texas",49
48201533902,"Census Tract 5339.02, Harris County, Texas",51
48201534001,"Census Tract 5340.01, Harris County, Texas",64
48201534002,"Census Tract 5340.02, Harris County, Texas",61
48201534003,"Census Tract 5340.03, Harris County, Texas",56
48201534100,"Census Tract 5341, Harris County, Texas",47
48201534201,"Census Tract 5342.01, Harris County, Texas",55
48201534202,"Census Tract 5342.02, Harris County, Texas",20
48201534203,"Census Tract 5342.03, Harris County, Texas",51
48201540100,"Census Tract 5401, Harris County, Texas",27
48201540200,"Census Tract 5402, Harris County, Texas",55
48201540501,"Census Tract 5405.01, Harris County, Texas",56
48201540502,"Census Tract 5405.02, Harris County, Texas",25
48201540601,"Census Tract 5406.01, Harris County, Texas",24
48201540602,"Census Tract 5406.02, Harris County, Texas",39
48201540700,"Census Tract 5407, Harris County, Texas",37
48201540800,"Census Tract 5408, Harris County, Texas",52
48201540901,"Census Tract 5409.01, Harris County, Texas",12
48201540902,"Census Tract 5409.02, Harris County, Texas",21
48201541001,"Census Tract 5410.01, Harris County, Texas",22
48201541002,"Census Tract 5410.02, Harris County, Texas",19
48201541003,"Census Tract 5410.03, Harris County, Texas",20
48201541100,"Census Tract 5411, Harris County, Texas",16
48201541201,"Census Tract 5412.01, Harris County, Texas",16
48201541202,"Census Tract 5412.02, Harris County, Texas",32
48201541203,"Census Tract 5412.03, Harris County, Texas",9
48201541300,"Census Tract 5413, Harris County, Texas",49
48201541400,"Census Tract 5414, Harris County, Texas",37
48201541500,"Census Tract 5415, Harris County, Texas",32
48201541601,"Census Tract 5416.01, Harris County, Texas",16
48201541602,"Census Tract 5416.02, Harris County, Texas",55
48201541700,"Census Tract 5417, Harris County, Texas",36
48201541800,"Census Tract 5418, Harris County, Texas",35
48201541900,"Census Tract 5419, Harris County, Texas",30
48201542000,"Census Tract 5420, Harris County, Texas",40
48201542101,"Census Tract 5421.01, Harris County, Texas",51
48201542102,"Census Tract 5421.02, Harris County, Texas",42
48201542200,"Census Tract 5422, Harris County, Texas",44
48201542301,"Census Tract 5423.01, Harris County, Texas",41
48201542302,"Census Tract 5423.02, Harris County, Texas",40
48201542400,"Census Tract 5424, Harris County, Texas",48
48201542500,"Census Tract 5425, Harris County, Texas",10
48201542600,"Census Tract 5426, Harris County, Texas",36
48201542700,"Census Tract 5427, Harris County, Texas",26
48201542800,"Census Tract 5428, Harris County, Texas",28
48201542900,"Census Tract 5429, Harris County, Texas",34
48201543001,"Census Tract 5430.01, Harris County, Texas",28
48201543002,"Census Tract 5430.02, Harris County, Texas",18
48201543003,"Census Tract 5430.03, Harris County, Texas",45
48201543100,"Census Tract 5431, Harris County, Texas",45
48201543200,"Census Tract 5432, Harris County, Texas",33
48201550100,"Census Tract 5501, Harris County, Texas",51
48201550200,"Census Tract 5502, Harris County, Texas",33
48201550301,"Census Tract 5503.01, Harris County, Texas",24
48201550302,"Census Tract 5503.02, Harris County, Texas",31
48201550401,"Census Tract 5504.01, Harris County, Texas",38
48201550402,"Census Tract 5504.02, Harris County, Texas",20
48201550500,"Census Tract 5505, Harris County, Texas",45
48201550601,"Census Tract 5506.01, Harris County, Texas",44
48201550602,"Census Tract 5506.02, Harris County, Texas",46
48201550603,"Census Tract 5506.03, Harris County, Texas",53
48201550700,"Census Tract 5507, Harris County, Texas",40
48201550800,"Census Tract 5508, Harris County, Texas",33
48201550900,"Census Tract 5509, Harris County, Texas",47
48201551000,"Census Tract 5510, Harris County, Texas",62
48201551100,"Census Tract 5511, Harris County, Texas",37
48201551200,"Census Tract 5512, Harris County, Texas",29
48201551300,"Census Tract 5513, Harris County, Texas",27
48201551400,"Census Tract 5514, Harris County, Texas",25
48201551500,"Census Tract 5515, Harris County, Texas",38
48201551600,"Census Tract 5516, Harris County, Texas",41
48201551701,"Census Tract 5517.01, Harris County, Texas",20
48201551702,"Census Tract 5517.02, Harris County, Texas",13
48201551703,"Census Tract 5517.03, Harris County, Texas",23
48201551800,"Census Tract 5518, Harris County, Texas",9
48201551900,"Census Tract 5519, Harris County, Texas",28
48201552001,"Census Tract 5520.01, Harris County, Texas",22
48201552002,"Census Tract 5520.02, Harris County, Texas",18
48201552101,"Census Tract 5521.01, Harris County, Texas",24
48201552102,"Census Tract 5521.02, Harris County, Texas",17
48201552103,"Census Tract 5521.03, Harris County, Texas",25
48201552200,"Census Tract 5522, Harris County, Texas",25
48201552301,"Census Tract 5523.01, Harris County, Texas",9
48201552302,"Census Tract 5523.02, Harris County, Texas",17
48201552400,"Census Tract 5524, Harris County, Texas",26
48201552500,"Census Tract 5525, Harris County, Texas",30
48201552601,"Census Tract 5526.01, Harris County, Texas",31
48201552602,"Census Tract 5526.02, Harris County, Texas",14
48201552700,"Census Tract 5527, Harris County, Texas",16
48201552800,"Census Tract 5528, Harris County, Texas",10
48201552900,"Census Tract 5529, Harris County, Texas",12
48201553001,"Census Tract 5530.01, Harris County, Texas",17
48201553002,"Census Tract 5530.02, Harris County, Texas",27
48201553100,"Census Tract 5531, Harris County, Texas",23
48201553200,"Census Tract 5532, Harris County, Texas",27
48201553300,"Census Tract 5533, Harris County, Texas",19
48201553401,"Census Tract 5534.01, Harris County, Texas",13
48201553402,"Census Tract 5534.02, Harris County, Texas",16
48201553403,"Census Tract 5534.03, Harris County, Texas",19
48201553500,"Census Tract 5535, Harris County, Texas",18
48201553600,"Census Tract 5536, Harris County, Texas",14
48201553700,"Census Tract 5537, Harris County, Texas",13
48201553801,"Census Tract 5538.01, Harris County, Texas",12
48201553802,"Census Tract 5538.02, Harris County, Texas",17
48201553900,"Census Tract 5539, Harris County, Texas",10
48201554001,"Census Tract 5540.01, Harris County, Texas",17
48201554002,"Census Tract 5540.02, Harris County, Texas",9
48201554101,"Census Tract 5541.01, Harris County, Texas",9
48201554102,"Census Tract 5541.02, Harris County, Texas",15
48201554200,"Census Tract 5542, Harris County, Texas",25
48201554301,"Census Tract 5543.01, Harris County, Texas",8
48201554302,"Census Tract 5543.02, Harris County, Texas",16
48201554401,"Census Tract 5544.01, Harris County, Texas",9
48201554402,"Census Tract 5544.02, Harris County, Texas",17
48201554403,"Census Tract 5544.03, Harris County, Texas",23
48201554501,"Census Tract 5545.01, Harris County, Texas",18
48201554502,"Census Tract 5545.02, Harris County, Texas",9
48201554600,"Census Tract 5546, Harris County, Texas",8
48201554700,"Census Tract 5547, Harris County, Texas",13
48201554801,"Census Tract 5548.01, Harris County, Texas",26
48201554802,"Census Tract 5548.02, Harris County, Texas",16
48201554901,"Census Tract 5549.01, Harris County, Texas",25
48201554902,"Census Tract 5549.02, Harris County, Texas",13
48201554903,"Census Tract 5549.03, Harris County, Texas",15
48201555000,"Census Tract 5550, Harris County, Texas",22
48201555100,"Census Tract 5551, Harris County, Texas",21
48201555200,"Census Tract 5552, Harris County, Texas",27
48201555301,"Census Tract 5553.01, Harris County, Texas",7
48201555302,"Census Tract 5553.02, Harris County, Texas",16
48201555303,"Census Tract 5553.03, Harris County, Texas",18
48201555401,"Census Tract 5554.01, Harris County, Texas",16
48201555402,"Census Tract 5554.02, Harris County, Texas",14
48201555501,"Census Tract 5555.01, Harris County, Texas",19
48201555502,"Census Tract 5555.02, Harris County, Texas",19
48201555600,"Census Tract 5556, Harris County, Texas",15
48201555701,"Census Tract 5557.01, Harris County, Texas",16
48201555702,"Census Tract 5557.02, Harris County, Texas",12
48201556000,"Census Tract 5560, Harris County, Texas",34
48201980000,"Census Tract 9800, Harris County, Texas",17
48201980100,"Census Tract 9801, Harris County, Texas",25
48203020102,"Census Tract 201.02, Harrison County, Texas",9
48203020103,"Census Tract 201.03, Harrison County, Texas",4
48203020104,"Census Tract 201.04, Harrison County, Texas",7
48203020200,"Census Tract 202, Harrison County, Texas",3
48203020301,"Census Tract 203.01, Harrison County, Texas",7
48203020302,"Census Tract 203.02, Harrison County, Texas",22
48203020401,"Census Tract 204.01, Harrison County, Texas",18
48203020402,"Census Tract 204.02, Harrison County, Texas",10
48203020501,"Census Tract 205.01, Harrison County, Texas",22
48203020502,"Census Tract 205.02, Harrison County, Texas",9
48203020603,"Census Tract 206.03, Harrison County, Texas",4
48203020604,"Census Tract 206.04, Harrison County, Texas",8
48203020605,"Census Tract 206.05, Harrison County, Texas",4
48203020606,"Census Tract 206.06, Harrison County, Texas",5
48205950200,"Census Tract 9502, Hartley County, Texas",22
48207950300,"Census Tract 9503, Haskell County, Texas",20
48207950400,"Census Tract 9504, Haskell County, Texas",22
48209010100,"Census Tract 101, Hays County, Texas",19
48209010200,"Census Tract 102, Hays County, Texas",26
48209010302,"Census Tract 103.02, Hays County, Texas",59
48209010303,"Census Tract 103.03, Hays County, Texas",36
48209010304,"Census Tract 103.04, Hays County, Texas",38
48209010400,"Census Tract 104, Hays County, Texas",45
48209010500,"Census Tract 105, Hays County, Texas",58
48209010600,"Census Tract 106, Hays County, Texas",22
48209010701,"Census Tract 107.01, Hays County, Texas",18
48209010702,"Census Tract 107.02, Hays County, Texas",21
48209010803,"Census Tract 108.03, Hays County, Texas",13
48209010804,"Census Tract 108.04, Hays County, Texas",7
48209010805,"Census Tract 108.05, Hays County, Texas",10
48209010806,"Census Tract 108.06, Hays County, Texas",8
48209010807,"Census Tract 108.07, Hays County, Texas",11
48209010808,"Census Tract 108.08, Hays County, Texas",11
48209010809,"Census Tract 108.09, Hays County, Texas",11
48209010901,"Census Tract 109.01, Hays County, Texas",15
48209010902,"Census Tract 109.02, Hays County, Texas",29
48209010905,"Census Tract 109.05, Hays County, Texas",37
48209010906,"Census Tract 109.06, Hays County, Texas",50
48209010907,"Census Tract 109.07, Hays County, Texas",64
48209010908,"Census Tract 109.08, Hays County, Texas",60
48209010909,"Census Tract 109.09, Hays County, Texas",27
48209010910,"Census Tract 109.10, Hays County, Texas",47
48211950300,"Census Tract 9503, Hemphill County, Texas",23
48213950100,"Census Tract 9501, Henderson County, Texas",4
48213950200,"Census Tract 9502, Henderson County, Texas",8
48213950300,"Census Tract 9503, Henderson County, Texas",8
48213950400,"Census Tract 9504, Henderson County, Texas",9
48213950500,"Census Tract 9505, Henderson County, Texas",4
48213950601,"Census Tract 9506.01, Henderson County, Texas",6
48213950602,"Census Tract 9506.02, Henderson County, Texas",5
48213950700,"Census Tract 9507, Henderson County, Texas",9
48213950800,"Census Tract 9508, Henderson County, Texas",4
48213950901,"Census Tract 9509.01, Henderson County, Texas",6
48213950902,"Census Tract 9509.02, Henderson County, Texas",3
48213950903,"Census Tract 9509.03, Henderson County, Texas",4
48213951000,"Census Tract 9510, Henderson County, Texas",14
48213951100,"Census Tract 9511, Henderson County, Texas",5
48213951200,"Census Tract 9512, Henderson County, Texas",33
48213951300,"Census Tract 9513, Henderson County, Texas",12
48213951400,"Census Tract 9514, Henderson County, Texas",4
48215020101,"Census Tract 201.01, Hidalgo County, Texas",92
48215020102,"Census Tract 201.02, Hidalgo County, Texas",75
48215020201,"Census Tract 202.01, Hidalgo County, Texas",96
48215020202,"Census Tract 202.02, Hidalgo County, Texas",98
48215020204,"Census Tract 202.04, Hidalgo County, Texas",89
48215020205,"Census Tract 202.05, Hidalgo County, Texas",93
48215020301,"Census Tract 203.01, Hidalgo County, Texas",75
48215020302,"Census Tract 203.02, Hidalgo County, Texas",82
48215020402,"Census Tract 204.02, Hidalgo County, Texas",75
48215020403,"Census Tract 204.03, Hidalgo County, Texas",92
48215020404,"Census Tract 204.04, Hidalgo County, Texas",50
48215020501,"Census Tract 205.01, Hidalgo County, Texas",86
48215020503,"Census Tract 205.03, Hidalgo County, Texas",95
48215020504,"Census Tract 205.04, Hidalgo County, Texas",96
48215020600,"Census Tract 206, Hidalgo County, Texas",98
48215020701,"Census Tract 207.01, Hidalgo County, Texas",84
48215020721,"Census Tract 207.21, Hidalgo County, Texas",84
48215020723,"Census Tract 207.23, Hidalgo County, Texas",98
48215020724,"Census Tract 207.24, Hidalgo County, Texas",84
48215020725,"Census Tract 207.25, Hidalgo County, Texas",95
48215020726,"Census Tract 207.26, Hidalgo County, Texas",84
48215020802,"Census Tract 208.02, Hidalgo County, Texas",79
48215020803,"Census Tract 208.03, Hidalgo County, Texas",75
48215020804,"Census Tract 208.04, Hidalgo County, Texas",72
48215020901,"Census Tract 209.01, Hidalgo County, Texas",64
48215020903,"Census Tract 209.03, Hidalgo County, Texas",79
48215020904,"Census Tract 209.04, Hidalgo County, Texas",73
48215021000,"Census Tract 210, Hidalgo County, Texas",83
48215021100,"Census Tract 211, Hidalgo County, Texas",93
48215021201,"Census Tract 212.01, Hidalgo County, Texas",76
48215021202,"Census Tract 212.02, Hidalgo County, Texas",75
48215021302,"Census Tract 213.02, Hidalgo County, Texas",98
48215021303,"Census Tract 213.03, Hidalgo County, Texas",99
48215021304,"Census Tract 213.04, Hidalgo County, Texas",97
48215021305,"Census Tract 213.05, Hidalgo County, Texas",99
48215021401,"Census Tract 214.01, Hidalgo County, Texas",94
48215021403,"Census Tract 214.03, Hidalgo County, Texas",82
48215021404,"Census Tract 214.04, Hidalgo County, Texas",71
48215021500,"Census Tract 215, Hidalgo County, Texas",97
48215021600,"Census Tract 216, Hidalgo County, Texas",98
48215021701,"Census Tract 217.01, Hidalgo County, Texas",88
48215021702,"Census Tract 217.02, Hidalgo County, Texas",90
48215021803,"Census Tract 218.03, Hidalgo County, Texas",97
48215021804,"Census Tract 218.04, Hidalgo County, Texas",99
48215021805,"Census Tract 218.05, Hidalgo County, Texas",98
48215021806,"Census Tract 218.06, Hidalgo County, Texas",99
48215021901,"Census Tract 219.01, Hidalgo County, Texas",83
48215021903,"Census Tract 219.03, Hidalgo County, Texas",93
48215021904,"Census Tract 219.04, Hidalgo County, Texas",71
48215022001,"Census Tract 220.01, Hidalgo County, Texas",91
48215022003,"Census Tract 220.03, Hidalgo County, Texas",84
48215022004,"Census Tract 220.04, Hidalgo County, Texas",90
48215022103,"Census Tract 221.03, Hidalgo County, Texas",77
48215022104,"Census Tract 221.04, Hidalgo County, Texas",96
48215022105,"Census Tract 221.05, Hidalgo County, Texas",97
48215022106,"Census Tract 221.06, Hidalgo County, Texas",87
48215022201,"Census Tract 222.01, Hidalgo County, Texas",89
48215022203,"Census Tract 222.03, Hidalgo County, Texas",94
48215022204,"Census Tract 222.04, Hidalgo County, Texas",97
48215022300,"Census Tract 223, Hidalgo County, Texas",74
48215022401,"Census Tract 224.01, Hidalgo County, Texas",91
48215022402,"Census Tract 224.02, Hidalgo County, Texas",96
48215022501,"Census Tract 225.01, Hidalgo County, Texas",98
48215022502,"Census Tract 225.02, Hidalgo County, Texas",94
48215022600,"Census Tract 226, Hidalgo County, Texas",96
48215022701,"Census Tract 227.01, Hidalgo County, Texas",62
48215022702,"Census Tract 227.02, Hidalgo County, Texas",71
48215022800,"Census Tract 228, Hidalgo County, Texas",94
48215022900,"Census Tract 229, Hidalgo County, Texas",80
48215023000,"Census Tract 230, Hidalgo County, Texas",93
48215023102,"Census Tract 231.02, Hidalgo County, Texas",96
48215023103,"Census Tract 231.03, Hidalgo County, Texas",94
48215023104,"Census Tract 231.04, Hidalgo County, Texas",95
48215023503,"Census Tract 235.03, Hidalgo County, Texas",94
48215023504,"Census Tract 235.04, Hidalgo County, Texas",90
48215023507,"Census Tract 235.07, Hidalgo County, Texas",95
48215023509,"Census Tract 235.09, Hidalgo County, Texas",77
48215023510,"Census Tract 235.10, Hidalgo County, Texas",69
48215023511,"Census Tract 235.11, Hidalgo County, Texas",96
48215023512,"Census Tract 235.12, Hidalgo County, Texas",59
48215023513,"Census Tract 235.13, Hidalgo County, Texas",96
48215023514,"Census Tract 235.14, Hidalgo County, Texas",99
48215023515,"Census Tract 235.15, Hidalgo County, Texas",96
48215023600,"Census Tract 236, Hidalgo County, Texas",93
48215023700,"Census Tract 237, Hidalgo County, Texas",97
48215023801,"Census Tract 238.01, Hidalgo County, Texas",94
48215023802,"Census Tract 238.02, Hidalgo County, Texas",85
48215023902,"Census Tract 239.02, Hidalgo County, Texas",78
48215023903,"Census Tract 239.03, Hidalgo County, Texas",90
48215023904,"Census Tract 239.04, Hidalgo County, Texas",80
48215024000,"Census Tract 240, Hidalgo County, Texas",90
48215024105,"Census Tract 241.05, Hidalgo County, Texas",93
48215024106,"Census Tract 241.06, Hidalgo County, Texas",82
48215024107,"Census Tract 241.07, Hidalgo County, Texas",93
48215024108,"Census Tract 241.08, Hidalgo County, Texas",98
48215024109,"Census Tract 241.09, Hidalgo County, Texas",96
48215024110,"Census Tract 241.10, Hidalgo County, Texas",98
48215024111,"Census Tract 241.11, Hidalgo County, Texas",92
48215024112,"Census Tract 241.12, Hidalgo County, Texas",98
48215024113,"Census Tract 241.13, Hidalgo County, Texas",87
48215024114,"Census Tract 241.14, Hidalgo County, Texas",89
48215024201,"Census Tract 242.01, Hidalgo County, Texas",99
48215024203,"Census Tract 242.03, Hidalgo County, Texas",61
48215024204,"Census Tract 242.04, Hidalgo County, Texas",93
48215024205,"Census Tract 242.05, Hidalgo County, Texas",97
48215024301,"Census Tract 243.01, Hidalgo County, Texas",83
48215024302,"Census Tract 243.02, Hidalgo County, Texas",84
48215024402,"Census Tract 244.02, Hidalgo County, Texas",98
48215024403,"Census Tract 244.03, Hidalgo County, Texas",98
48215024404,"Census Tract 244.04, Hidalgo County, Texas",95
48215024500,"Census Tract 245, Hidalgo County, Texas",98
48215024600,"Census Tract 246, Hidalgo County, Texas",95
48215980000,"Census Tract 9800, Hidalgo County, Texas",0
48217960100,"Census Tract 9601, Hill County, Texas",18
48217960200,"Census Tract 9602, Hill County, Texas",5
48217960400,"Census Tract 9604, Hill County, Texas",4
48217960500,"Census Tract 9605, Hill County, Texas",8
48217960600,"Census Tract 9606, Hill County, Texas",12
48217960700,"Census Tract 9607, Hill County, Texas",11
48217960800,"Census Tract 9608, Hill County, Texas",21
48217960900,"Census Tract 9609, Hill County, Texas",55
48217961000,"Census Tract 9610, Hill County, Texas",37
48217961100,"Census Tract 9611, Hill County, Texas",14
48217961400,"Census Tract 9614, Hill County, Texas",8
48219950100,"Census Tract 9501, Hockley County, Texas",37
48219950200,"Census Tract 9502, Hockley County, Texas",29
48219950300,"Census Tract 9503, Hockley County, Texas",38
48219950400,"Census Tract 9504, Hockley County, Texas",63
48219950500,"Census Tract 9505, Hockley County, Texas",28
48219950600,"Census Tract 9506, Hockley County, Texas",32
48219950700,"Census Tract 9507, Hockley County, Texas",39
48221160100,"Census Tract 1601, Hood County, Texas",8
48221160204,"Census Tract 1602.04, Hood County, Texas",8
48221160205,"Census Tract 1602.05, Hood County, Texas",11
48221160206,"Census Tract 1602.06, Hood County, Texas",6
48221160207,"Census Tract 1602.07, Hood County, Texas",7
48221160208,"Census Tract 1602.08, Hood County, Texas",17
48221160209,"Census Tract 1602.09, Hood County, Texas",7
48221160210,"Census Tract 1602.10, Hood County, Texas",3
48221160301,"Census Tract 1603.01, Hood County, Texas",8
48221160302,"Census Tract 1603.02, Hood County, Texas",6
48223950100,"Census Tract 9501, Hopkins County, Texas",8
48223950200,"Census Tract 9502, Hopkins County, Texas",8
48223950300,"Census Tract 9503, Hopkins County, Texas",14
48223950401,"Census Tract 9504.01, Hopkins County, Texas",15
48223950402,"Census Tract 9504.02, Hopkins County, Texas",12
48223950500,"Census Tract 9505, Hopkins County, Texas",12
48223950600,"Census Tract 9506, Hopkins County, Texas",10
48223950700,"Census Tract 9507, Hopkins County, Texas",18
48223950800,"Census Tract 9508, Hopkins County, Texas",10
48225950100,"Census Tract 9501, Houston County, Texas",2
48225950200,"Census Tract 9502, Houston County, Texas",6
48225950300,"Census Tract 9503, Houston County, Texas",13
48225950400,"Census Tract 9504, Houston County, Texas",13
48225950500,"Census Tract 9505, Houston County, Texas",5
48225950600,"Census Tract 9506, Houston County, Texas",2
48225950700,"Census Tract 9507, Houston County, Texas",15
48227950100,"Census Tract 9501, Howard County, Texas",23
48227950200,"Census Tract 9502, Howard County, Texas",19
48227950300,"Census Tract 9503, Howard County, Texas",56
48227950400,"Census Tract 9504, Howard County, Texas",35
48227950500,"Census Tract 9505, Howard County, Texas",51
48227950600,"Census Tract 9506, Howard County, Texas",25
48227950700,"Census Tract 9507, Howard County, Texas",38
48227950801,"Census Tract 9508.01, Howard County, Texas",33
48227950802,"Census Tract 9508.02, Howard County, Texas",41
48227950900,"Census Tract 9509, Howard County, Texas",11
48229950300,"Census Tract 9503, Hudspeth County, Texas",76
48231960100,"Census Tract 9601, Hunt County, Texas",9
48231960200,"Census Tract 9602, Hunt County, Texas",5
48231960300,"Census Tract 9603, Hunt County, Texas",6
48231960400,"Census Tract 9604, Hunt County, Texas",16
48231960500,"Census Tract 9605, Hunt County, Texas",8
48231960600,"Census Tract 9606, Hunt County, Texas",10
48231960700,"Census Tract 9607, Hunt County, Texas",5
48231960800,"Census Tract 9608, Hunt County, Texas",38
