GEOid2,GEOdisplaylabel,hispanic_pop_perc
48231960900,"Census Tract 9609, Hunt County, Texas",27
48231961000,"Census Tract 9610, Hunt County, Texas",21
48231961100,"Census Tract 9611, Hunt County, Texas",4
48231961200,"Census Tract 9612, Hunt County, Texas",6
48231961300,"Census Tract 9613, Hunt County, Texas",8
48231961400,"Census Tract 9614, Hunt County, Texas",11
48231961501,"Census Tract 9615.01, Hunt County, Texas",7
48231961502,"Census Tract 9615.02, Hunt County, Texas",11
48231961503,"Census Tract 9615.03, Hunt County, Texas",7
48231961600,"Census Tract 9616, Hunt County, Texas",6
48231961700,"Census Tract 9617, Hunt County, Texas",5
48233950200,"Census Tract 9502, Hutchinson County, Texas",9
48233950500,"Census Tract 9505, Hutchinson County, Texas",4
48233950600,"Census Tract 9506, Hutchinson County, Texas",29
48233950700,"Census Tract 9507, Hutchinson County, Texas",41
48233950800,"Census Tract 9508, Hutchinson County, Texas",32
48233950900,"Census Tract 9509, Hutchinson County, Texas",15
48233951000,"Census Tract 9510, Hutchinson County, Texas",10
48235950100,"Census Tract 9501, Irion County, Texas",23
48237950100,"Census Tract 9501, Jack County, Texas",14
48237950300,"Census Tract 9503, Jack County, Texas",16
48237950500,"Census Tract 9505, Jack County, Texas",6
48239950100,"Census Tract 9501, Jackson County, Texas",25
48239950200,"Census Tract 9502, Jackson County, Texas",26
48239950300,"Census Tract 9503, Jackson County, Texas",23
48241950100,"Census Tract 9501, Jasper County, Texas",3
48241950200,"Census Tract 9502, Jasper County, Texas",8
48241950300,"Census Tract 9503, Jasper County, Texas",11
48241950400,"Census Tract 9504, Jasper County, Texas",9
48241950500,"Census Tract 9505, Jasper County, Texas",2
48241950600,"Census Tract 9506, Jasper County, Texas",5
48241950700,"Census Tract 9507, Jasper County, Texas",2
48241950800,"Census Tract 9508, Jasper County, Texas",2
48243950100,"Census Tract 9501, Jeff Davis County, Texas",31
48245000101,"Census Tract 1.01, Jefferson County, Texas",8
48245000102,"Census Tract 1.02, Jefferson County, Texas",7
48245000103,"Census Tract 1.03, Jefferson County, Texas",4
48245000200,"Census Tract 2, Jefferson County, Texas",8
48245000302,"Census Tract 3.02, Jefferson County, Texas",5
48245000304,"Census Tract 3.04, Jefferson County, Texas",12
48245000306,"Census Tract 3.06, Jefferson County, Texas",5
48245000307,"Census Tract 3.07, Jefferson County, Texas",7
48245000308,"Census Tract 3.08, Jefferson County, Texas",8
48245000309,"Census Tract 3.09, Jefferson County, Texas",6
48245000310,"Census Tract 3.10, Jefferson County, Texas",7
48245000400,"Census Tract 4, Jefferson County, Texas",8
48245000500,"Census Tract 5, Jefferson County, Texas",14
48245000600,"Census Tract 6, Jefferson County, Texas",18
48245000700,"Census Tract 7, Jefferson County, Texas",3
48245000900,"Census Tract 9, Jefferson County, Texas",12
48245001100,"Census Tract 11, Jefferson County, Texas",21
48245001200,"Census Tract 12, Jefferson County, Texas",29
48245001301,"Census Tract 13.01, Jefferson County, Texas",13
48245001302,"Census Tract 13.02, Jefferson County, Texas",9
48245001303,"Census Tract 13.03, Jefferson County, Texas",7
48245001700,"Census Tract 17, Jefferson County, Texas",6
48245001900,"Census Tract 19, Jefferson County, Texas",38
48245002000,"Census Tract 20, Jefferson County, Texas",40
48245002100,"Census Tract 21, Jefferson County, Texas",15
48245002200,"Census Tract 22, Jefferson County, Texas",3
48245002300,"Census Tract 23, Jefferson County, Texas",4
48245002400,"Census Tract 24, Jefferson County, Texas",20
48245002500,"Census Tract 25, Jefferson County, Texas",16
48245002600,"Census Tract 26, Jefferson County, Texas",11
48245005100,"Census Tract 51, Jefferson County, Texas",2
48245005400,"Census Tract 54, Jefferson County, Texas",20
48245005500,"Census Tract 55, Jefferson County, Texas",24
48245005600,"Census Tract 56, Jefferson County, Texas",54
48245005900,"Census Tract 59, Jefferson County, Texas",2
48245006100,"Census Tract 61, Jefferson County, Texas",7
48245006300,"Census Tract 63, Jefferson County, Texas",8
48245006400,"Census Tract 64, Jefferson County, Texas",33
48245006500,"Census Tract 65, Jefferson County, Texas",39
48245006600,"Census Tract 66, Jefferson County, Texas",30
48245006700,"Census Tract 67, Jefferson County, Texas",49
48245006800,"Census Tract 68, Jefferson County, Texas",32
48245006900,"Census Tract 69, Jefferson County, Texas",4
48245007001,"Census Tract 70.01, Jefferson County, Texas",10
48245007002,"Census Tract 70.02, Jefferson County, Texas",14
48245007100,"Census Tract 71, Jefferson County, Texas",16
48245010100,"Census Tract 101, Jefferson County, Texas",61
48245010200,"Census Tract 102, Jefferson County, Texas",31
48245010300,"Census Tract 103, Jefferson County, Texas",38
48245010400,"Census Tract 104, Jefferson County, Texas",9
48245010500,"Census Tract 105, Jefferson County, Texas",23
48245010600,"Census Tract 106, Jefferson County, Texas",13
48245010700,"Census Tract 107, Jefferson County, Texas",8
48245010800,"Census Tract 108, Jefferson County, Texas",9
48245010901,"Census Tract 109.01, Jefferson County, Texas",10
48245010902,"Census Tract 109.02, Jefferson County, Texas",6
48245011001,"Census Tract 110.01, Jefferson County, Texas",10
48245011002,"Census Tract 110.02, Jefferson County, Texas",7
48245011101,"Census Tract 111.01, Jefferson County, Texas",8
48245011102,"Census Tract 111.02, Jefferson County, Texas",8
48245011201,"Census Tract 112.01, Jefferson County, Texas",8
48245011202,"Census Tract 112.02, Jefferson County, Texas",29
48245011203,"Census Tract 112.03, Jefferson County, Texas",19
48245011302,"Census Tract 113.02, Jefferson County, Texas",35
48245011303,"Census Tract 113.03, Jefferson County, Texas",7
48245011304,"Census Tract 113.04, Jefferson County, Texas",16
48245011400,"Census Tract 114, Jefferson County, Texas",7
48245011500,"Census Tract 115, Jefferson County, Texas",6
48245011600,"Census Tract 116, Jefferson County, Texas",11
48245011700,"Census Tract 117, Jefferson County, Texas",36
48245011800,"Census Tract 118, Jefferson County, Texas",8
48245980000,"Census Tract 9800, Jefferson County, Texas",14
48245990000,"Census Tract 9900, Jefferson County, Texas",0
48247950200,"Census Tract 9502, Jim Hogg County, Texas",92
48247950400,"Census Tract 9504, Jim Hogg County, Texas",91
48249950100,"Census Tract 9501, Jim Wells County, Texas",51
48249950200,"Census Tract 9502, Jim Wells County, Texas",83
48249950300,"Census Tract 9503, Jim Wells County, Texas",74
48249950400,"Census Tract 9504, Jim Wells County, Texas",78
48249950500,"Census Tract 9505, Jim Wells County, Texas",89
48249950600,"Census Tract 9506, Jim Wells County, Texas",95
48249950700,"Census Tract 9507, Jim Wells County, Texas",82
48251130100,"Census Tract 1301, Johnson County, Texas",8
48251130204,"Census Tract 1302.04, Johnson County, Texas",9
48251130205,"Census Tract 1302.05, Johnson County, Texas",8
48251130207,"Census Tract 1302.07, Johnson County, Texas",8
48251130208,"Census Tract 1302.08, Johnson County, Texas",8
48251130210,"Census Tract 1302.10, Johnson County, Texas",10
48251130211,"Census Tract 1302.11, Johnson County, Texas",8
48251130212,"Census Tract 1302.12, Johnson County, Texas",16
48251130213,"Census Tract 1302.13, Johnson County, Texas",15
48251130214,"Census Tract 1302.14, Johnson County, Texas",10
48251130215,"Census Tract 1302.15, Johnson County, Texas",12
48251130302,"Census Tract 1303.02, Johnson County, Texas",16
48251130303,"Census Tract 1303.03, Johnson County, Texas",24
48251130304,"Census Tract 1303.04, Johnson County, Texas",22
48251130405,"Census Tract 1304.05, Johnson County, Texas",8
48251130406,"Census Tract 1304.06, Johnson County, Texas",7
48251130407,"Census Tract 1304.07, Johnson County, Texas",35
48251130408,"Census Tract 1304.08, Johnson County, Texas",23
48251130409,"Census Tract 1304.09, Johnson County, Texas",10
48251130410,"Census Tract 1304.10, Johnson County, Texas",19
48251130500,"Census Tract 1305, Johnson County, Texas",8
48251130601,"Census Tract 1306.01, Johnson County, Texas",9
48251130602,"Census Tract 1306.02, Johnson County, Texas",13
48251130700,"Census Tract 1307, Johnson County, Texas",25
48251130800,"Census Tract 1308, Johnson County, Texas",42
48251130900,"Census Tract 1309, Johnson County, Texas",37
48251131000,"Census Tract 1310, Johnson County, Texas",7
48251131100,"Census Tract 1311, Johnson County, Texas",20
48253020101,"Census Tract 201.01, Jones County, Texas",19
48253020102,"Census Tract 201.02, Jones County, Texas",34
48253020200,"Census Tract 202, Jones County, Texas",31
48253020300,"Census Tract 203, Jones County, Texas",23
48253020400,"Census Tract 204, Jones County, Texas",26
48253020500,"Census Tract 205, Jones County, Texas",8
48255970100,"Census Tract 9701, Karnes County, Texas",13
48255970200,"Census Tract 9702, Karnes County, Texas",56
48255970300,"Census Tract 9703, Karnes County, Texas",50
48255970400,"Census Tract 9704, Karnes County, Texas",57
48257050201,"Census Tract 502.01, Kaufman County, Texas",12
48257050203,"Census Tract 502.03, Kaufman County, Texas",13
48257050204,"Census Tract 502.04, Kaufman County, Texas",19
48257050205,"Census Tract 502.05, Kaufman County, Texas",12
48257050206,"Census Tract 502.06, Kaufman County, Texas",13
48257050300,"Census Tract 503, Kaufman County, Texas",25
48257050400,"Census Tract 504, Kaufman County, Texas",26
48257050500,"Census Tract 505, Kaufman County, Texas",11
48257050600,"Census Tract 506, Kaufman County, Texas",12
48257050701,"Census Tract 507.01, Kaufman County, Texas",12
48257050703,"Census Tract 507.03, Kaufman County, Texas",18
48257050704,"Census Tract 507.04, Kaufman County, Texas",11
48257050800,"Census Tract 508, Kaufman County, Texas",7
48257051000,"Census Tract 510, Kaufman County, Texas",41
48257051100,"Census Tract 511, Kaufman County, Texas",25
48257051201,"Census Tract 512.01, Kaufman County, Texas",12
48257051202,"Census Tract 512.02, Kaufman County, Texas",6
48257051300,"Census Tract 513, Kaufman County, Texas",5
48259970100,"Census Tract 9701, Kendall County, Texas",25
48259970301,"Census Tract 9703.01, Kendall County, Texas",18
48259970302,"Census Tract 9703.02, Kendall County, Texas",11
48259970401,"Census Tract 9704.01, Kendall County, Texas",14
48259970402,"Census Tract 9704.02, Kendall County, Texas",11
48259970500,"Census Tract 9705, Kendall County, Texas",25
48261950100,"Census Tract 9501, Kenedy County, Texas",77
48261990000,"Census Tract 9900, Kenedy County, Texas",0
48263950100,"Census Tract 9501, Kent County, Texas",11
48265960100,"Census Tract 9601, Kerr County, Texas",12
48265960200,"Census Tract 9602, Kerr County, Texas",7
48265960301,"Census Tract 9603.01, Kerr County, Texas",14
48265960302,"Census Tract 9603.02, Kerr County, Texas",14
48265960401,"Census Tract 9604.01, Kerr County, Texas",24
48265960402,"Census Tract 9604.02, Kerr County, Texas",18
48265960500,"Census Tract 9605, Kerr County, Texas",32
48265960600,"Census Tract 9606, Kerr County, Texas",33
48265960700,"Census Tract 9607, Kerr County, Texas",10
48265960800,"Census Tract 9608, Kerr County, Texas",28
48267950100,"Census Tract 9501, Kimble County, Texas",12
48267950200,"Census Tract 9502, Kimble County, Texas",28
48269950100,"Census Tract 9501, King County, Texas",12
48271950100,"Census Tract 9501, Kinney County, Texas",52
48273020100,"Census Tract 201, Kleberg County, Texas",61
48273020200,"Census Tract 202, Kleberg County, Texas",89
48273020300,"Census Tract 203, Kleberg County, Texas",63
48273020400,"Census Tract 204, Kleberg County, Texas",61
48273020500,"Census Tract 205, Kleberg County, Texas",63
48273990000,"Census Tract 9900, Kleberg County, Texas",0
48275950100,"Census Tract 9501, Knox County, Texas",22
48275950200,"Census Tract 9502, Knox County, Texas",28
48277000101,"Census Tract 1.01, Lamar County, Texas",2
48277000102,"Census Tract 1.02, Lamar County, Texas",5
48277000200,"Census Tract 2, Lamar County, Texas",4
48277000300,"Census Tract 3, Lamar County, Texas",3
48277000401,"Census Tract 4.01, Lamar County, Texas",3
48277000402,"Census Tract 4.02, Lamar County, Texas",4
48277000500,"Census Tract 5, Lamar County, Texas",8
48277000600,"Census Tract 6, Lamar County, Texas",9
48277000700,"Census Tract 7, Lamar County, Texas",7
48277000800,"Census Tract 8, Lamar County, Texas",6
48277000900,"Census Tract 9, Lamar County, Texas",3
48277001000,"Census Tract 10, Lamar County, Texas",7
48279950100,"Census Tract 9501, Lamb County, Texas",55
48279950200,"Census Tract 9502, Lamb County, Texas",49
48279950300,"Census Tract 9503, Lamb County, Texas",34
48279950500,"Census Tract 9505, Lamb County, Texas",59
48279950600,"Census Tract 9506, Lamb County, Texas",33
48281950100,"Census Tract 9501, Lampasas County, Texas",14
48281950301,"Census Tract 9503.01, Lampasas County, Texas",10
48281950302,"Census Tract 9503.02, Lampasas County, Texas",11
48281950400,"Census Tract 9504, Lampasas County, Texas",25
48281950500,"Census Tract 9505, Lampasas County, Texas",17
48283950300,"Census Tract 9503, La Salle County, Texas",85
48285000100,"Census Tract 1, Lavaca County, Texas",7
48285000200,"Census Tract 2, Lavaca County, Texas",8
48285000300,"Census Tract 3, Lavaca County, Texas",14
48285000400,"Census Tract 4, Lavaca County, Texas",6
48285000500,"Census Tract 5, Lavaca County, Texas",14
48285000600,"Census Tract 6, Lavaca County, Texas",35
48287000100,"Census Tract 1, Lee County, Texas",7
48287000200,"Census Tract 2, Lee County, Texas",9
48287000300,"Census Tract 3, Lee County, Texas",13
48287000400,"Census Tract 4, Lee County, Texas",34
48289950100,"Census Tract 9501, Leon County, Texas",19
48289950200,"Census Tract 9502, Leon County, Texas",5
48289950300,"Census Tract 9503, Leon County, Texas",6
48291700100,"Census Tract 7001, Liberty County, Texas",30
48291700200,"Census Tract 7002, Liberty County, Texas",16
48291700300,"Census Tract 7003, Liberty County, Texas",21
48291700400,"Census Tract 7004, Liberty County, Texas",4
48291700500,"Census Tract 7005, Liberty County, Texas",4
48291700600,"Census Tract 7006, Liberty County, Texas",6
48291700700,"Census Tract 7007, Liberty County, Texas",6
48291700800,"Census Tract 7008, Liberty County, Texas",9
48291700900,"Census Tract 7009, Liberty County, Texas",25
48291701000,"Census Tract 7010, Liberty County, Texas",35
48291701100,"Census Tract 7011, Liberty County, Texas",9
48291701200,"Census Tract 7012, Liberty County, Texas",12
48291701300,"Census Tract 7013, Liberty County, Texas",6
48291701400,"Census Tract 7014, Liberty County, Texas",16
48293970100,"Census Tract 9701, Limestone County, Texas",23
48293970200,"Census Tract 9702, Limestone County, Texas",11
48293970300,"Census Tract 9703, Limestone County, Texas",22
48293970400,"Census Tract 9704, Limestone County, Texas",27
48293970500,"Census Tract 9705, Limestone County, Texas",25
48293970600,"Census Tract 9706, Limestone County, Texas",15
48293970700,"Census Tract 9707, Limestone County, Texas",3
48293970800,"Census Tract 9708, Limestone County, Texas",5
48295950200,"Census Tract 9502, Lipscomb County, Texas",37
48295950300,"Census Tract 9503, Lipscomb County, Texas",9
48297950100,"Census Tract 9501, Live Oak County, Texas",34
48297950200,"Census Tract 9502, Live Oak County, Texas",51
48297950300,"Census Tract 9503, Live Oak County, Texas",25
48297950400,"Census Tract 9504, Live Oak County, Texas",20
48299970100,"Census Tract 9701, Llano County, Texas",4
